wikidata_id,wikipedia_title,status,text
Q6950147,Métis fiddle,ok,"Métis fiddle is the style that the Métis of Canada and Métis in the northern United States have developed to play the violin, solo and in folk ensembles. It is marked by the percussive use of the bow and percussive accompaniment (such as spoon percussion). The Métis people are poly-ethnic post-contact Indigenous peoples. Fiddles were ""introduced in this area by Scottish and French-Canadian fur traders in the early 1800s"", where the Metis community adopted the instrument into their culture."
Q6950428,Música criolla,ok,"Música criolla, Peruvian Creole music or canción criolla is a varied genre of Peruvian music that exhibits influences from European, African and Andean music. The genre's name reflects the coastal culture of Peru, and the local evolution of the term criollo, a word originally denoting high-status people of full Spanish ancestry, into a more socially inclusive element of the nation.

From the presence of waltzes of Viennese origin, mazurkas, with the influence of French and Italian music from Europe, Lima's popular culture was shaped through the transformation and decantation of genres, transforming the musical genres and imported aesthetic patterns in such a way that, even assuming the fashions corresponding to each era, some musical forms were developed and developed that reach the end of the 20th century and identify what is Peruvian. Each historical moment, from the colonial period until now, was shaped in different ways in the musical culture of Peru through the musical instruments used, the forms and contents of the songs, dances, etc."
Q69596,Thumri,ok,"Thumri (Bhojpuri: [ˈʈʰʊmɾiː]) is a vocal genre or style of Indian music. The term derives from the Sanskrit-rooted thumak, which describes a rhythmic, dancing walk that makes ankle-bells jingle. The form is thus connected with dance, dramatic gestures, mild eroticism, and evocative love poetry and folk songs (specially from the Bhojpuri, Awadh and Braj regions of Indian subcontinent.

The texts range from the romantic to the devotional, often layering both, with lyrics typically composed in Awadhi, Bhojpuri, or Brij Bhasha. Thumri is defined by this sensuality, and a melodic flexibility that allows the performer to venture beyond the raga’s strict structure to heighten emotional expression (rasa).

Thumri is also used as a generic name for stylized regional lyrical forms such as Dadra, Hori, Kajari, Sawani, Jhoola, and Chaiti, even though each of them has their own structure and content—either lyrical or musical or both—and so the exposition of these forms vary. Like Indian classical music itself, some of these forms have their origin in folk literature and music."
Q6981036,Sangeet Natak,ok,"Sangeet Natak (Marathi for 'musical drama') is a form of drama which combines prose and poetry in the form of songs to convey the story, similar to musicals. They have played a vital role in the development of Marathi theater and cinema, as well as the Indian film industry. Sangeet Nataks start with the praise of Lord Natraja, which is called Naandi, Mangalaacharan or Suchakpad – usually the famous ""Panchatunda Nararundamaldhar"" from Sangeet Shakuntal. They are popular for the use of Indian classical music. The ""Dramatic Music"" is called Natya Sangeet, one of the two popular forms of vocal arts in Maharashtra and surrounding states. The other is Bhavageet."
Q6993291,Neomelodic music,ok,"Neomelodic music, or musica neomelodica, sometimes just neomelodico is a musical style originating from the Italian city of Naples.

Some performers in the Neomelodic scene have been criticised for glorifying crime in their songs."
Q70076,Tappa,ok,"Tappa is a form of Indian semi-classical vocal music. Its specialty is a rolling pace based on fast, subtle and knotty construction. Its tunes are melodious and sweet, and depict the emotional outbursts of a lover. Tappe (plural) were sung mostly by songstresses, known as baigees, in royal courts."
Q700805,Nanguan music,ok,"Nanguan (Chinese: 南管; pinyin: Nánguǎn; Tâi-lô: Lâm-kuán; lit. 'southern pipes'; also nanyin, nanyue, xianguan, or nanqu) is a style of Chinese chamber music from the southern Chinese province of Fujian. Nanguan was first brought to Taiwan during the Ming dynasty by the Han Chinese immigrants who later settled predominantly in southern Taiwan, where they established quguan music societies to maintain and transmit their cultural practices. However, over the centuries, Nanguan evolved separately from its mainland counterpart, shaped strongly by Taiwan’s unique socio-political conditions and local influences.

Historically, Nanguan was played for the elite, including Emperor Kangxi, which allowed for its status to be elevated within society. Participation in quguan societies was once strictly regulated, with membership restricted from individuals who were seen as ‘improper’ - barbers, stage performers, or geisha entertainers. It became popular in Taiwan, particularly Lukang on west coast, as well as among Overseas Chinese in Southeast Asia."
Q7023411,Nhạc đỏ,ok,"Nhạc đỏ or literally ""red music"", is the common name of the revolutionary music (nhạc cách mạng) genre in Vietnam. Red music was formed during the communist Việt Minh and the First Indochina War and later strongly promoted across communist North Vietnam during the Vietnam War, to urge Northerners to achieve reunification under the Workers' Party of Vietnam and fight against the ""American imperialist puppet"" in South Vietnam. Other forms of non-traditional, non-revolutionary music and culture in the North, like Vietnamese popular music and Western music and culture, were banned, being labelled as ""counter-revolutionary"", ""bourgeois"", or ""capitalist"".

One of the earliest composers of revolutionary songs was Đinh Nhu (1910–1945). Trọng Tấn (born 1976) is considered the young ""Hoàng tử nhạc đỏ"" (Prince of Red Music)."
Q703778,Neo-psychedelia,ok,"Neo-psychedelia (or simply neo-psych) is a genre of psychedelic music that draws inspiration from the music production approaches and songwriting of 1960s psychedelia, either exploring emulations of the sounds of the era or applying its ethos to new styles of music. It has occasionally seen mainstream pop success but is typically explored within alternative music, indie music and underground scenes.

Neo-psychedelia first developed in the late-1970s as an outgrowth of the British post-punk scene. In the United Kingdom, the ""psychedelic revival"" was referred to as ""the New Psychedelia"" or ""acid punk"". A neo-psychedelic wave of British alternative rock in the 1980s spawned the subgenres of dream pop and shoegaze. Mainstream artists like Prince and Lenny Kravitz explored the style in the 1980s and 1990s."
Q7042505,Njuup,ok,"The Njuup tradition is a Serer style of music rooted in the Ndut initiation rite, which is a rite of passage that young Serers must go through once in their lifetime as commanded in the Serer religion."
Q7077860,Odissi music,ok,"Odissi music (Odia: ଓଡ଼ିଶୀ ସଙ୍ଗୀତ, romanized: oṛiśī sangīta, Odia: [oɽisi sɔŋgit̪ɔ] ) is a genre of classical music originating from the eastern state of Odisha. Rooted in the ancient ritual music tradition dedicated to the deity Jagannatha, Odissi music has a rich history spanning over two thousand years, distinguished by its unique sangita-shastras (musical treatises), a specialized system of Ragas and Talas, and a distinctive style of performance characterised by specific modulations such as the āndolita and the kurāla. Odissi compositions are largely written in Sanskrit and Odia.

The various compositional forms of Odissi music include Odissi Prabandha, Chaupadi, Chhanda, Champu, Chautisa, Janāna, Mālasri, Bhajana, Sarimāna, Jhulā, Kuduka, Koili, Poi, Boli, and more. Presentation dynamics are roughly classified into four: rāgānga, bhābānga, nātyānga and dhrubapadānga. Some great composer-poets of the Odissi tradition are the 12th-century poet Jayadeva, Krupasiddhā Balarama Dasa, Atibadi Jagannatha Dasa, Dinakrusna Dasa, Kabi Samrata Upendra Bhanja, Banamali Dasa, Kabisurjya Baladeba Ratha, Kabikalahansa Gopalakrusna Pattanayaka and Abhimanyu Samanta Singhara."
Q708228,Korean court music,ok,"Korean court music (Korean: 궁중음악; Hanja: 宮中音樂) comprises three main musical genres: aak, an imported form of Chinese ritual music; a pure Korean form called hyangak; and a combination of Chinese and Korean styles called dangak.

Korean court music and its historical origins can be traced back to the Three Kingdoms Period (57 BCE–668), the Unified Silla (668–935), Goryeo (918–1392) and Joseon dynasties (1392–1910). It was partly modelled on the court music of China, known as yayue. Korean court music also shows similarities with the court music of Japan, known as gagaku and of Vietnam, known as nhã nhạc, which also are also derivative of yayue."
Q7092205,Ondo (music),ok,Ondo (音頭) is a type of Japanese folk music genre.
Q710673,Aak,ok,"Aak (Korean: 아악; Hanja: 雅樂; Korean pronunciation: [a.ak̚]) is a genre of Korean court music. It is an imported form of the Chinese court music yayue, and means ""elegant music"". Aak was performed almost exclusively in state sacrificial rites, and in the present day it is performed in certain Confucian ceremonies.

Aak in Korea was facilitated and adapted through the gifting of instruments from a Chinese emperor to Korea in the 12th century. Due to Japanese occupation in the 20th century, performances of aak were limited to The Sacrifice to Confucius and The Sacrifice to Royal Ancestors."
Q710917,Sanjo (music),ok,"Sanjo (Korean: 산조), literally meaning 'scattered melodies', is a style of traditional Korean music, involving an instrumental solo accompanied by drumming on the janggu, an hourglass-shaped drum. The art of sanjo is a real crystallization of traditional Korean melody and rhythm which may have been handed down by rote generation after generation.

The drummer who beats the janggu also makes chuimsae (exclamations) in order to please the audience.

The audience can also express their excited feeling with chuimsae while listening to sanjo. A big chuimsae indicates a good performance, so the musician can make a better performance. Like pansori, chuimsae plays an important role in sanjo. Without chuimsae, the music is meaningless. Chuimsae connects musician and audience during a sanjo performance. Almost every Korean traditional musical instrument is used in sanjo: gayageum, geomungo, daegeum, haegeum, piri, taepyeongso, ajaeng, danso."
Q7118426,Alternative R&B,ok,"Alternative R&B (also referred to as alt-R&B, indie R&B, and originally known as PBR&B, hipster R&B, emo R&B, or R-Neg-B) is a term used by music journalists to describe a stylistic alternative to contemporary R&B that began in the mid 2000s and came to prominence with musical artists such as Frank Ocean, Khalid, SZA, Summer Walker, Jhené Aiko, Brent Faiyaz, Zayn Malik, Tyler, the Creator, Steve Lacy, Childish Gambino, Miguel, Drake, The Weeknd, Kehlani, Tinashe, Bryson Tiller, PartyNextDoor, Tory Lanez, 6lack, and others. It is considered to be ""more progressive and diverse"" than its mainstream counterpart."
Q7122786,Pacific reggae,ok,"Pacific reggae or Island reggae is a style of reggae music found in the Pacific. This style is found in Polynesia (including New Zealand and Hawaii), and Melanesia (including Papua New Guinea and the Solomon Islands). Within this genre there are differing styles, for example between the New Zealand reggae sound (such as Katchafire), and that found in the Pacific Islands. According to Herbs co-founder Dilworth Karaka, it is a phrase UB40 came up with.

Pacific reggae differs from Jamaican reggae in the use of instruments such as the ukulele, traditional wooden drums, keyboard synthesizers and other Pacific sounds including Māori instruments. Reggae in the Pacific is not typically Rastafarian; in the Pacific Islands, songs are often remakes of traditional songs e.g. Small Axe's remake of Kalipolina. New Zealand reggae has Māori influences.

Notable Pacific reggae groups include Herbs, who originally played a more Jamaican reggae style. They were subsequently encouraged by Bob Marley when he toured New Zealand in 1979, to explore and develop the Pacific reggae sound."
Q7134728,Paraguayan polka,ok,"Paraguayan polka, also known as danza paraguaya (Paraguayan dance), is a style of music created in Paraguay in the 19th century.

The Paraguayan polka is very different from the traditional polka, mainly because the Paraguayan version combines ternary and binary rhythms, whereas the European only uses binary. The juxtaposition of the mentioned rhythms gives the peculiar sound that characterizes this style. There are several variants of the Paraguayan polka such as polca syryry, polca kyre'y, polca correntina, polca popo, polca saraki, polca galopa, polca jekutu. All of them are slightly different because of the different influences and styles adopted by the composers in the early years of the Paraguayan polka.

The oldest polkas in Paraguay are from the early 19th century, such as Campamento Cerro León, Alfonso Loma, Mamá Cumanda, Che Lucero Aguai'y, Ndarekoi La Culpa, London Karape and Carreta Guy."
Q7139128,Parlour music,ok,"Parlour music (or parlor music) is a type of popular music which, as the name suggests, is intended to be performed in the parlours of houses, usually by amateur singers and pianists. Disseminated as sheet music, its heyday came in the 19th century, as a result of a steady increase in the number of households with enough resources to purchase musical instruments and instruction in music, and with the leisure time and cultural motivation to engage in recreational music-making. Its popularity faded in the 20th century as the phonograph record and radio replaced sheet music as the most common means for the spread of popular music."
Q7142141,Pasillo,ok,"Pasillo (English: little step, hallway or aisle) is an Ecuadorean and Colombian genre of music popular in the territories that composed the 19th century Viceroyalty of New Granada: Born in the Andes during the independence wars, it spread to other areas; especially Ecuador (where it is considered the national musical style) and, to a lesser extent, the mountainous regions of Venezuela and Panama. Venezuelans refer to this style of music as ""vals"" (Spanish for ""Waltz""). Today, it has incorporated more European features of classical dance, such as Viennese waltz in Colombia and features of sanjuanito and yaraví in Ecuador. As it spread during the Gran Colombia period, pasillo also absorbed the individual characteristics of isolated villages. This gives it an eclectic feel; however, the style, tone, and tempo of the music differ in each village and indeed between each country.

In its waltz, pasillo alters the classically European dance form to accompany guitar, mandolin, and other string instruments.

UNESCO's representative list of the Intangible Cultural Heritage of Humanity includes Pasillo from 2021."
Q7170257,Iranian pop music,ok,"Iranian pop music or Persian pop music (Persian: موسیقی پاپ ایرانی) refers to pop music originated in Iran, with songs mainly in Persian and other regional Persian dialects of the country and region."
Q7171184,Peruvian cumbia,ok,"Peruvian cumbia (Spanish: Cumbia Peruana) is a subgenre of cumbia that became popular in the coastal cities of Peru, mainly in Lima in the 1960s through the fusion of local versions of the original Colombian genre, traditional highland huayno, and elements of traditional rhythms from the coast, highlands, and the jungle of Peru, and Rock music, particularly Rock & roll, Surf rock and Psychedelic rock.

Unlike other styles of cumbia, the chicha subgenre's harmonics are based on the pentatonic scale typical of Andean music. It is played with keyboards or synthesizers and up to three electric guitars that can play simultaneous melodies, an element derived from the harp and guitar lines of Andean huayno. The rhythmic electric guitar in chicha is played with upstrokes, following patterns derived from Peruvian coastal creole waltz. Chicha songs contain electric guitar solos, following the rock music tradition."
Q718540,Gagaku,ok,"Gagaku (雅楽, lit. ""elegant music"") is a traditional Japanese performing art comprising court music, song, and dance. Historically centered on the imperial court, it has also been transmitted at Buddhist temples, Shinto shrines, and regional ceremonial centers. Its repertories combine indigenous Japanese ceremonial songs and dances with instrumental, vocal, and choreographic traditions introduced from the Korean Peninsula, China, and other parts of continental Asia and subsequently reorganized in Japan.

Gagaku encompasses several repertories differing in historical origin, ceremonial function, instrumentation, performance format, and line of transmission. These include the indigenous court songs and dances known as kuniburi no utamai (国風歌舞, ""song and dance in the native manner""), the continental-derived repertories tōgaku and komagaku, and the vocal genres saibara and rōei. Its principal performance formats are kangen, instrumental ensemble music without dance; bugaku, dance with instrumental accompaniment; and vocal performance."
Q719927,Progressive rock,ok,"Progressive rock (shortened to prog rock or simply prog) is a broad genre of rock music that primarily developed in the United States and United Kingdom through the mid- to late 1960s. Initially termed ""progressive pop"", the style emerged from psychedelic bands who abandoned standard pop or rock traditions in favour of instrumental and compositional techniques more commonly associated with jazz, folk, or classical music, while retaining the instrumentation typical of rock music. Additional elements contributed to its ""progressive"" label: lyrics were more poetic, technology was harnessed for new sounds, music approached the condition of ""art"", and the studio, rather than the stage, became the focus of musical activity, which often involved creating music for listening rather than dancing."
Q7205507,Plunderphonics,ok,"Plunderphonics is a music genre in which tracks are constructed by sampling recognizable musical works. The term was coined by composer John Oswald in 1985 in his essay ""Plunderphonics, or Audio Piracy as a Compositional Prerogative"", and eventually explicitly defined in the liner notes of his Grayfolded album. Plunderphonics is a form of sound collage. Oswald has described it as a referential and self-conscious practice which interrogates notions of originality and identity.

Although the concept of plunderphonics is broad, in practice there are many common themes used in what is normally called plunderphonic music. This includes heavy sampling of educational films of the 1950s, news reports, radio shows, or anything with trained vocal announcers. Oswald's contributions to this genre rarely used these materials, the exception being his rap-like 1975 track ""Power"", which combined a Led Zeppelin instrumental with a sermon of a Southern US evangelist."
Q720959,Sludge metal,ok,"Sludge metal (also known as sludge doom or simply sludge) is an extreme subgenre of heavy metal music that combines elements of doom metal and hardcore punk. The genre generally includes slow tempos, down-tuned guitars and nihilistic lyrics discussing poverty, drug addiction and pollution.

The sound of sludge metal has its origins in California hardcore punk bands in the early-to-mid-1980s like Black Flag, Flipper and Fang, who began slowing their tempos and embracing the influence of Black Sabbath. This sound was expanded upon by the Melvins towards the end of the decade and the bands they influenced in both the Seattle grunge scene, and in Louisiana with Eyehategod, Crowbar and Acid Bath. In the 1990s and 2000s, the sound of sludge diversified: bands including Neurosis, Isis and Cult of Luna helped to pioneer post-metal, while Baroness and Mastodon fused the genre with progressive metal, while Dystopia did so with crust punk and Grief with anarcho-punk."
Q722989,Hungarian folk music,ok,"Hungarian folk music is characterised by complex melodic patterns, rhythmic diversity, ornamentalisation and the use of a distinctive blend of traditional instruments. It covers an array of styles, including those that accompany Hungarian folk dances, such as the csárdás, hajdútánc, héjsza, nóta and verbunkos. Instruments used in Hungarian folk music include the citera, cimbalom, doromb, duda, kanászkürt, kaval, koboz, tárogató, tambourine, tambura, tapan, tekero, ütőgardon and zurna.

The name Népzene is also used for Hungarian folk music as an umbrella designation of a number of related styles of traditional folk music from Hungary and Hungarian minorities living in modern-day Slovakia, Ukraine, Moldova (Csángó), Romania (Transylvania) (Székely), Croatia and Serbia."
Q723418,Cumbia (Colombia),ok,"Cumbia (Spanish pronunciation: [ˈkumbja]) is a folkloric genre and dance from Colombia.

The cumbia is the most representative dance of the coastal region in Colombia, and is danced in pairs with the couple not touching one another as they display the amorous conquest of a woman by a man. The couple performing cumbia dances in a circle around a group of musicians, and it involves the woman holding lit candle(s) in her right hand that she uses to push the man away while she holds her skirt in her left. During the dance, the partners do not touch each other, and the man dances while holding a sombrero vueltiao that he tries to put on the woman's head as a representation of amorous conquest. This dance is originally

made to depict the battle that the “black man had to fight to conquer an indigenous woman”. The story continues and the dance shows that this leads to a new generation and is depicting the history of the coast of Colombia."
Q725011,Neoclassical metal,ok,"Neoclassical metal is a style of heavy metal that is heavily influenced by classical music and usually features very technical playing, consisting of elements borrowed from both classical and speed metal music. Yngwie Malmsteen became one of the most notable musicians in the style, and contributed greatly to its development in the 1980s. Other notable players in the genre are Ritchie Blackmore, Randy Rhoads, Luca Turilli, Michael Romeo, George Bellas, Luke Fortini, Jason Becker, Vinnie Moore, Paul Gilbert, Alexi Laiho, Jani Liimatainen, Kiko Loureiro, Uli Jon Roth, Stéphan Forté, Wolf Hoffmann, Timo Tolkki, Syu and Marty Friedman.

Although the style is mainly associated with guitarists (especially lead guitarists), keyboardists like Jens Johansson, Vitalij Kuprij, Michael Pinnella, Alex Staropoli and Janne Wirman are also prominent figures in it."
Q726239,Noise music,ok,"Noise music (or simply noise) is a subgenre of experimental music that is characterised by its use of unwanted noise as a primary musical element. The genre has roots in early 20th century avant-garde music, but later drew influence from industrial and electronic music. It is characterized by a rejection of conventional music theory and traditional song structures, often featuring little or no melody, rhythm, or harmony. This type of music tends to challenge the conventional distinction between musical and non-musical sound."
Q7273050,Quyi,ok,"Quyi (""melodious art"") and shuochang yishu (""speaking and singing art"") are umbrella terms for over 300 regional genres of traditional Chinese oral performing arts. Quyi is distinguished from xiqu (Chinese opera) by its emphasis on narration, as opposed to acting, although they share many elements including the same traditional stories. Quyi artists generally wear no to little makeup. Musical instruments like drums, wooden clappers, pipa, yangqin, or sanxian are commonly seen in quyi, as are hand fans."
Q727634,Ranchera,ok,"Ranchera (pronounced [ranˈtʃeɾa]) or canción ranchera is a genre of traditional music of Mexico. It dates to before the years of the Mexican Revolution. Rancheras today are played in the vast majority of regional Mexican music styles. Drawing on rural traditional folk music, the ranchera developed as a symbol of a new national consciousness in reaction to the aristocratic tastes of the period."
Q727803,Canterbury scene,ok,"The Canterbury scene (or Canterbury sound) is a musical scene that originated in the city of Canterbury, Kent, England during the late 1960s and early 1970s. Associated with progressive rock, the term describes a loosely defined, improvisational style that blended elements of jazz, rock, and psychedelia.

The Canterbury scene was born from the ashes of The Wilde Flowers, a psych-pop outfit active in the mid to late 60s. After the band broke up in 1969, its members soon went on to play together in numerous bands (e.g. Soft Machine, Caravan, Gong, Hatfield and the North, Egg, and National Health), with ever-changing and overlapping personnel, creating some similarities in their musical output. Many prominent British avant-garde or fusion musicians began their career in Canterbury bands, including Hugh Hopper, Steve Hillage, Dave Stewart, Robert Wyatt, Kevin Ayers, Richard Sinclair, Tony Coe, Daevid Allen, and Mike Ratledge."
Q7295057,Rasin,ok,"Rasin, also known as Haitian roots music, is a musical style that began in Haiti in the 1970s, when musicians began combining elements of traditional Haitian Vodou ceremonial and folkloric music with various musical styles. The late 20th century style of this music links to the roots of Vodou tradition, where it came to be known as mizik rasin later in Haitian Creole. Modern-day, the movement is often referred to simply as ""rasin"" or ""racine"" (in French)."
Q7306376,Reductionism (music),ok,"Reductionism is a form of improvised music that developed towards the end of the 20th century, centered in Berlin, London, Tokyo, and Vienna. The key characteristics of the music include microtonality, extended techniques, very soft and quiet dynamics, silence, and unconventional sounds and timbres.

Some of the names associated with reductionism are Radu Malfatti, Toshimaru Nakamura, Axel Dörner and Rhodri Davies. The London-based movement has been described as New London Silence."
Q7308175,Reggae rock,ok,"Reggae rock, also known as Cali reggae, is a subgenre of reggae fusion and rock music that primarily features the reggae, rock, and ska genres. Typical lyrics of reggae rock songs incorporate love, personal awareness, and life challenges while incorporating music and beat elements of rock, punk, and hip-hop. The term ""reggae rock"" has been used to categorize artists such as Eddy Grant, and bands like The Police, Men at Work, Sublime & Sublime with Rome, No Doubt, Pepper, Slightly Stoopid, the Expendables, Iration, Dirty Heads, Rebelution, 311, SOJA, Big Sugar, and, to some extent, heavier bands such as Bad Brains.

Among the earliest examples of the genre are the 1972 songs ""D'yer Mak'er"" and ""C Moon"" by the British rock bands Led Zeppelin and Paul McCartney and Wings, respectively."
Q7309098,Regional Mexican music,ok,"Regional Mexican music, also known as Música Mexicana, is an umbrella term encompassing the regional subgenres of Mexico's folk music and its derivatives from the Southwestern United States. It is characterized by its stylistic diversity, with each subgenre representing and originating from a specific region of Mexico. Its roots date back to the 16th–19th centuries, emerging from a fusion of Indigenous, Spanish, African and other European instruments and musical traditions."
Q7335754,Ripsaw music,ok,"Ripsaw is a style of Mento, which originates from the Turks and Caicos Islands (specifically in the Middle and North Caicos). A very closely related variant, rake-and-scrape, is played in the Bahamas. Its most distinctive characteristic is the use of the common handsaw as the primary instrument, along with various kinds of drums, box guitar, concertina, triangle and accordion.

Ripsaw is a unique fusion of Mento and Burru, which replaces the grater (Instrument) used in traditional Mento with a handsaw (Instrument) to achieve a similar yet more variable sound. The saw is played by scraping an object, usually an old knife blade, along the saw's teeth, while bending the saw to produce a different timbre. The sound is similar to a paper being ripped, and is believed to be the origin of the term ripsaw.

In the Bahamas, Cat Island is the only place to celebrate rake-and-scrape on a large scale. During June's Labour Day celebration, the island holds a Cat Island Rake and Scrape festival."
Q733804,Hands up (music genre),ok,"Hands up (often stylized as HandzUp!, and also known as dancecore) is an electronic dance music genre that emerged in Germany during the early 2000s. It features high tempos, catchy synthesizer melodies, and a pop song structure. The name references the ""hands in the air"" gesture common in club culture."
Q7354827,Rock musical,ok,"A rock musical is a musical theatre work with rock music. The genre of rock musical may overlap somewhat with album musicals, concept albums and song cycles, as they sometimes tell a story through the rock music, and some album musicals and concept albums become rock musicals. Notable examples of rock musicals include Next to Normal, Spring Awakening, Rent, Grease, and Hair. The Who's Tommy and other rock operas are sometimes presented on stage as a musical."
Q7361460,Rom kbach,ok,"Rom kbach (Khmer: រាំក្បាច់) is a genre of Cambodian popular music and a popular Khmer dance style. Rom kbach has a slower emotional melody similar to Thai music, whereas the Chamrieng Samai music category of romvong has a faster tune. The two main cultural dance styles of Cambodia are the romvong and rom kbach, however the lam leav and saravan dance styles are also popular. They have their roots in ancient cultural traditions."
Q7382074,Russian liturgical music,ok,Russian Liturgical Music is the musical tradition of the Russian Orthodox Church. This tradition began with the importation of the Byzantine Empire's religious music when the Kievan Rus' converted to Orthodoxy in 988.
Q7385628,Ryūkōka,ok,"Ryūkōka (流行歌; lit. 'popular song') is a Japanese musical genre. The term originally denoted any kind of ""popular music"" in Japanese, and is the sinic reading of hayariuta, used for commercial music of Edo Period. Therefore, imayō, which was promoted by Emperor Go-Shirakawa in the Heian period, was a kind of ryūkōka. Today, however, ryūkōka refers specifically to Japanese popular music from the late 1920s through the early 1960s. Some of the roots of ryūkōka were developed from Western classical music. Ryūkōka ultimately split into two genres: enka and poppusu. Unlike enka, archetypal ryūkōka songs did not use the kobushi method of singing. Ryūkōka used legato. Bin Uehara and Yoshio Tabata are considered to be among the founders of the modern style of kobushi singing.

Many composers and singers of ryūkōka went on to earn official distinctions; Ichiro Fujiyama and composers Masao Koga and Ryoichi Hattori received the People's Honour Award in later years."
Q739138,Teen pop,ok,"Teen pop is a subgenre of pop music that is created by, marketed to, and oriented towards preteens and teenagers. Often, the artists themselves are teenagers during their breakout. While it can involve influences from a wide array of musical genres, it remains a subset of pop music, focusing on catchy melodies and marketability. Teen pop’s lyrics emphasize themes that teenagers can relate to, such as love, growing up, or partying. The image of the artist as an aspirational or desirable teenage figure is a crucial element of the genre, highlighting their visual appeal."
Q7397088,Sacred Harp,ok,"Sacred Harp singing is a tradition of sacred choral music which developed in New England and perpetuated in the American South. The name is derived from The Sacred Harp, a historically important shape-note tunebook printed in 1844; multiple subsequent revisions of the tunebook have remained in use since. Sacred Harp singing has roots in the singing schools that developed over the period 1770 to 1820 in and around New England, related development under the influence of ""revival"" services around the 1840s. This music was included in, and became profoundly associated with, books using the shape note style of notation popular in America in the 18th and early 19th centuries.

Sacred Harp music is sung a cappella (voice only, without instruments) and originated as Protestant music. The contemporary Sacred Harp tradition includes singers and events in the American South (the historic locus of Sacred Harp singing) but also across the United States as well as several other countries, particularly the UK and Germany."
Q7397320,Sacred Steel (musical tradition),ok,"Sacred Steel is a musical style and African-American gospel tradition that features the steel guitar as part of religious services. The style developed in a group of related Pentecostal churches in the 1930s, and is associated in particular with some branches of the Church of the Living God."
Q7405759,Salsa dura,ok,"Salsa dura, also known as salsa brava or salsa gorda, is a style of salsa music developed in the 1970s with an emphasis on the instrumental part of the music (piano, bass, horns, percussion, etc.) over the lead vocals. The genre originated in New York City where large ensembles such as Fania All-Stars adapted the salsa genre to a descarga format. Modern salsa dura bands include Orquesta SCC, Spanish Harlem Orchestra, Wayne Gorbea, Oscar D'Leon, Edwin Perez (singer), Jimmy Bosch, La Maxima 79, Tromboranga, and Orquesta La 33. The term is often used in contrast to salsa romántica, the Latin pop-oriented subgenre of salsa that has predominated since the late 1980s."
Q7405765,Salsa romántica,ok,"Salsa romántica (Spanish for Romantic Salsa, pronounced [ˈsalsa roˈmantika]) is a soft form of salsa music that emerged between the mid-1980s and early 1990s in New York City, Puerto Rico, and the Dominican Republic. It has been criticised for it being supposedly a pale imitation of ""real"" salsa, often called ""salsa dura""."
Q740911,Ragga,ok,"Raggamuffin music (or simply ragga) is a subgenre of dancehall and reggae music. The instrumentals primarily consist of electronic music with heavy use of sampling.

Wayne Smith's ""Under Mi Sleng Teng"", produced by King Jammy in 1985 on a Casio MT-40 synthesizer, is a seminal ragga song. ""Sleng Teng"" boosted Jammy's popularity immensely, and other producers quickly released their own versions of the riddim, accompanied by dozens of different vocalists."
Q7410145,Sampledelia,ok,"Sampledelia (also called sampledelica) is sample-based music that uses samplers or similar technology to expand upon the recording methods of 1960s psychedelia. Sampledelia features ""disorienting, perception-warping"" manipulations of audio samples or found sounds via techniques such as chopping, looping or stretching. Sampledelic techniques have been applied prominently in styles of electronic music and hip-hop, such as trip hop, jungle, post-rock, and plunderphonics."
Q7410295,Samri,ok,"Samri (Arabic: سامري) is a folkloric music and dance that originated in Najd, Saudi Arabia. It involves singing poetry while the Daf drum is being played often while two rows of men, seated on the knees, sway and clap to the rhythm. Roughly 300 years old, samri is a style of festive music that was traditionally played late at night when families gathered around; the women's style of samri is a bit slower with more dancing."
Q742341,,no article,
Q7438911,Screamer (march),ok,A screamer is a circus march intended to stir up the audience during the show.
Q7439349,Scrumpy and Western,ok,"Scrumpy and Western is music from England's West Country that fuses comical folk-style songs, often full of double entendre, with affectionate parodies of more mainstream musical genres, all delivered in the local accent/dialect. The name, taken from the title of the 1967 Scrumpy & Western EP by Adge Cutler and the Wurzels, refers to scrumpy, strongly alcoholic cider produced in the West Country; it is a play on the American genre of country and western music."
Q744327,Joik,ok,"A joik or yoik (anglicised, where the latter spelling in English conforms with the pronunciation; also named luohti, vuolle, vuelie, or juoiggus in the Sámi languages) is a traditional form of song in Sámi music performed by the Sámi people of Sápmi in Northern Europe. A performer of joik is called a joikaaja (in Finnish), a joiker (in Norwegian, and anglicised) or jojkare (in Swedish). Originally, joik referred to only one of several Sami singing styles, but in English the word is often used to refer to all types of traditional Sami singing. As an art form, each joik is meant to reflect or evoke a person, animal, or place.

The sound of joik is comparable to the traditional chanting of some Native American cultures. Joik shares some features with the shamanistic cultures of Siberia, which mimic the sounds of nature."
